budget,genres,homepage,id,keywords,overview,production_companies,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,year,Drama,Comedy,Action,Adventure,Horror,Crime,Thriller,Animation,Fantasy,Romance,Science Fiction,Documentary,Family,Mystery,Music,Western,History,War,TV Movie,Foreign,year_int,buying_power,revenue_adj,budget_adj,primary_genre
18000000,"{""18"": ""Drama"", ""10749"": ""Romance""}",,9587,"[{""id"": 894, ""name"": ""depression""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 33513, ""name"": ""desire""}, {""id"": 174566, ""name"": ""chalkboard""}, {""id"": 174570, ""name"": ""\u00a0nightgown""}, {""id"": 174571, ""name"": ""louisa may alcott""}, {""id"": 174584, ""name"": ""birth of twins""}, {""id"": ""18""7056, ""name"": ""woman director""}]","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.","[{""name"": ""Columbia Pictures"", ""id"": 5}]",12/21/94,0,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]","The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,7,215,1994,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,1.133894415,0,20410099.47, Drama
63000000,"{""18"": ""Drama"", ""28"": ""Action"", ""37"": ""Western""}",,12160,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 395, ""name"": ""gambling""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 1559, ""name"": ""deputy sheriff""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 5074, ""name"": ""wyatt earp""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 9550, ""name"": ""doc holliday""}]","Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.","[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""Paragon Entertainment Corp."", ""id"": 24217}]",6/24/94,25052000,191,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The epic story of love and adventure in a lawless land.,Wyatt Earp,6.5,202,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,1.133894415,28406322.88,71435348.15, Drama
6000000,"{""18"": ""Drama"", ""80"": ""Crime"", ""53"": ""Thriller""}",http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,629,"[{""id"": 3703, ""name"": ""law""}, {""id"": 5493, ""name"": ""relatives""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18023, ""name"": ""criminal mastermind""}, {""id"": 18024, ""name"": ""hungarian""}, {""id"": 18027, ""name"": ""sibling""}]","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor ‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎÌ_ÌÎå´ leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","[{""name"": ""Blue Parrot Productions"", ""id"": 361}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]",7/19/95,23341568,106,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3254,1995,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,27216946.92,6996174.444, Drama
52000000,"{""18"": ""Drama"", ""80"": ""Crime""}",,524,"[{""id"": 383, ""name"": ""poker""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 2635, ""name"": ""overdose""}, {""id"": 33625, ""name"": ""illegal prostitution""}]",The life of the gambling paradise ‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎÌ_ÌÎå´ Las Vegas ‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎÌ_ÌÎå´ and its dark mafia underbelly.,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""L\u00e9gende Entreprises"", ""id"": 10898}, {""name"": ""Syalis DA"", ""id"": 11583}, {""name"": ""De Fina-Cappa"", ""id"": 11584}]",11/22/95,116112375,178,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",No one stays at the top forever.,Casino,7.8,1307,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,135390405.1,60633511.85, Drama
3600000,"{""18"": ""Drama"", ""10749"": ""Romance""}",http://www.mgm.com/title_title.do?title_star=LEAVINGL,451,"[{""id"": 30, ""name"": ""individual""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 585, ""name"": ""casino""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 888, ""name"": ""screenwriter""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15237, ""name"": ""alcohol abuse""}, {""id"": 155793, ""name"": ""attempted suicide""}]","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Intial Productions"", ""id"": 15547}]",10/27/95,49800000,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",I Love You... The Way You Are.,Leaving Las Vegas,7.1,360,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,58068247.89,4197704.666, Drama
0,"{""18"": ""Drama"", ""10752"": ""War""}",,31174,"[{""id"": 392, ""name"": ""england""}, {""id"": 497, ""name"": ""shakespeare""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 13084, ""name"": ""king""}]",Shakespeare's Play transplanted into a 1930s setting.,"[{""name"": ""British Screen"", ""id"": 871}, {""name"": ""Mayfair Entertainment International"", ""id"": 34237}]",12/29/95,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","I can smile, and murder while I smile",Richard III,6.9,49,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,1.166029074,0,0, Drama
52000000,"{""18"": ""Drama""}",,568,"[{""id"": 305, ""name"": ""moon""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 2345, ""name"": ""spaceman""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 9609, ""name"": ""houston""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156395, ""name"": ""imax""}, {""id"": ""18""4994, ""name"": ""saturn v rocket""}, {""id"": ""18""9098, ""name"": ""courage""}, {""id"": 193479, ""name"": ""hypothermia""}, {""id"": 226233, ""name"": ""apollo program""}, {""id"": 226234, ""name"": ""cape kennedy""}, {""id"": 226235, ""name"": ""lunar mission""}, {""id"": 226236, ""name"": ""spacecraft accident""}]","The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.","[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",6/30/95,355237933,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Houston, we have a problem.",Apollo 13,7.3,1599,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,414217758.1,60633511.85, Drama
0,"{""18"": ""Drama""}",,124606,"[{""id"": 10726, ""name"": ""gang""}, {""id"": 33928, ""name"": ""audition""}, {""id"": 172732, ""name"": ""police fake""}, {""id"": 177927, ""name"": ""homeless""}, {""id"": 207583, ""name"": ""actress""}]","A young woman in L.A. is having a bad day: she's evicted, an audition ends with a producer furious she won't trade sex for the part, and a policeman nabs her for something she didn't do, demanding fellatio to release her. She snaps, grabs his gun, takes his uniform, and leaves him cuffed to a tree where he's soon having a defenseless chat with a homeless man. She takes off on the cop's motorcycle and, for an afternoon, experiences a cop's life. She talks a young man out of suicide and then is plunged into violence after a friendly encounter with two ""vatos."" She is torn between self-protection and others' expectations. Is there any resolution for her torrent of feelings?","[{""name"": ""Asylum Films"", ""id"": 10571}, {""name"": ""FM Entertainment"", ""id"": 26598}, {""name"": ""Eagle Eye Films Inc."", ""id"": 40739}]",9/9/95,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sometimes you've got to break the rules,Bang,6,1,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,0,0, Drama
8000000,"{""18"": ""Drama"", ""80"": ""Crime""}",,400,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": ""80""1, ""name"": ""bounty hunter""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 1587, ""name"": ""way of life""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 1977, ""name"": ""denver""}, {""id"": 2022, ""name"": ""godmother""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 34094, ""name"": ""extramarital affair""}]",A mafia film in Tarantino style with a star-studded cast. Jimmy‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎå«Ì´Ìös ‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎÌ_Ì´åThe Saint‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎå«Ì´å gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as ‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎÌ_Ì´åThe Man with the Plan.‰Û¡ÌÝåÁÌÎÌÌ´ÌÌÎÌ_ÌÎåÌÎå«Ì´å,"[{""name"": ""Miramax Films"", ""id"": 14}]",12/1/95,529766,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Protect. Love. Honor. Avenge.,Things to Do in Denver When You're Dead,6.7,85,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,617722.5584,9328232.592, Drama
50000000,"{""18"": ""Drama"", ""36"": ""History"", ""10749"": ""Romance""}",,10533,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2871, ""name"": ""burning of witches""}, {""id"": 10223, ""name"": ""puritan""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 34094, ""name"": ""extramarital affair""}]","Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.","[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]",10/13/95,10382407,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,108,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1995,1.166029074,12106188.42,58301453.7, Drama
24000000,"{""18"": ""Drama"", ""10749"": ""Romance""}",,688,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2029, ""name"": ""iowa""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3451, ""name"": ""housewife""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 5""80""9, ""name"": ""marriage crisis""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 221355, ""name"": ""nature documentary""}]",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]",5/28/95,182016617,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,7.3,385,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,212236667.4,27984697.78, Drama
0,"{""18"": ""Drama"", ""53"": ""Thriller""}",,1710,"[{""id"": 796, ""name"": ""police brutality""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 4668, ""name"": ""police operation""}, {""id"": 5430, ""name"": ""police protection""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 13001, ""name"": ""cowardliness""}]",An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",10/27/95,0,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]","One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",Copycat,6.4,194,1995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,0,0, Drama
14000000,"{""18"": ""Drama"", ""10749"": ""Romance""}",,87729,"[{""id"": 254, ""name"": ""france""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 8570, ""name"": ""president""}, {""id"": 9682, ""name"": ""history""}]","His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted.","[{""name"": ""Merchant Ivory Productions"", ""id"": 2370}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",3/31/95,2474000,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A powerful man torn between his love for one woman and his secret desire for another.,Jefferson in Paris,5.2,10,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,2884755.929,16324407.04, Drama
16500000,"{""18"": ""Drama"", ""10749"": ""Romance""}",,4584,"[{""id"": 420, ""name"": ""bowling""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 964, ""name"": ""servant""}, {""id"": 2755, ""name"": ""country life""}, {""id"": 7564, ""name"": ""jane austen""}, {""id"": 10911, ""name"": ""inheritance""}, {""id"": 11109, ""name"": ""military officer""}, {""id"": 15060, ""name"": ""period drama""}, {""id"": 156507, ""name"": ""rainstorm""}, {""id"": 156510, ""name"": ""horse and carriage""}, {""id"": 156512, ""name"": ""decorum""}]","Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mirage Enterprises"", ""id"": 932}]",12/13/95,135000000,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Lose your heart and come to your senses.,Sense and Sensibility,7.2,352,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,157413925,19239479.72, Drama
2500000,"{""18"": ""Drama"", ""10749"": ""Romance""}",,76,"[{""id"": 811, ""name"": ""dialogue""}, {""id"": 813, ""name"": ""sunrise""}, {""id"": 814, ""name"": ""talking""}, {""id"": 815, ""name"": ""soulmates""}, {""id"": 816, ""name"": ""walking""}, {""id"": 1201, ""name"": ""austria""}, {""id"": 197528, ""name"": ""traveller""}, {""id"": 215205, ""name"": ""danube""}, {""id"": 224279, ""name"": ""bittersweet""}, {""id"": 233027, ""name"": ""romantic""}, {""id"": 233055, ""name"": ""vienna""}]","A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.","[{""name"": ""Detour Film Production"", ""id"": 98}]",1/27/95,5535405,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Can the greatest romance of your life last only one night?,Before Sunrise,7.7,959,1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,6454443.166,2915072.685, Drama
45000000,"{""18"": ""Drama""}",,10802,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 1663, ""name"": ""go-go dancer""}, {""id"": 2874, ""name"": ""spanner""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 4378, ""name"": ""striptease""}, {""id"": 7017, ""name"": ""sexappeal""}]",A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Carolco Pictures"", ""id"": 14723}]",9/22/95,20350754,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Beyond your wildest dreams. Beyond your wildest fantasies.,Showgirls,4.9,256,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.166029074,23729570.84,52471308.33, Drama
1000000,"{""18"": ""Drama""}",,12498,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 170630, ""name"": ""repair shop""}, {""id"": 170633, ""name"": ""southern""}, {""id"": 170646, ""name"": ""death threat""}, {""id"": 170647, ""name"": ""story""}, {""id"": 170648, ""name"": ""religious art""}, {""id"": 170652, ""name"": ""father figure""}]","Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.","[{""name"": ""Miramax Films"", ""id"": 14}]",8/30/96,24475416,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A simple man. A difficult choice.,Sling Blade,7.4,231,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1.200459067,29381735.06,1200459.067, Drama
9000000,"{""18"": ""Drama"", ""28"": ""Action"", ""80"": ""Crime""}",http://www.newline.com/properties/setitoff.html,9400,"[{""id"": 641, ""name"": ""single parent""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 4813, ""name"": ""last chance""}, {""id"": 12670, ""name"": ""los angeles""}]","Four black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery.","[{""name"": ""New Line Cinema"", ""id"": 12}]",11/6/96,41590886,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It's about crime. It's about payback. It's about survival.,Set It Off,6.9,66,1996,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1.200459067,49928156.2,10804131.6, Drama
28000000,"{""18"": ""Drama"", ""53"": ""Thriller""}",,1770,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 3""53""8, ""name"": ""freedom fighter""}, {""id"": 4355, ""name"": ""chinese civil war""}, {""id"": 14985, ""name"": ""ireland""}]","Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.","[{""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""Warner Bros."", ""id"": 6194}]",10/25/96,16900000,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny.",Michael Collins,6.7,97,1996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1.200459067,20287758.23,33612853.88, Drama
44000000,"{""18"": ""Drama"", ""53"": ""Thriller""}",,9623,"[{""id"": 1417, ""name"": ""jurors""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 51""53"", ""name"": ""son""}, {""id"": 11038, ""name"": ""trial""}, {""id"": 33519, ""name"": ""courtroom""}]","With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",2/2/96,0,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There is no defense.,The Juror,5.5,89,1996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1.200459067,0,52820198.95, Drama
0,"{""18"": ""Drama""}",,7863,"[{""id"": 3344, ""name"": ""letter""}, {""id"": 3810, ""name"": ""jumping""}, {""id"": 5561, ""name"": ""child prodigy""}, {""id"": 10499, ""name"": ""pool""}, {""id"": 14743, ""name"": ""pianist""}, {""id"": 33484, ""name"": ""concert hall""}, {""id"": 191815, ""name"": ""breakdown""}]","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""Australian Film Finance Corporation (AFFC)"", ""id"": 8724}, {""name"": ""Film Victoria"", ""id"": 11840}, {""name"": ""South Australian Feature Film Company"", ""id"": 41999}]",1/21/96,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""yi"", ""name"": """"}]",A true story of the mystery of music and the miracle of love,Shine,7.3,131,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1.200459067,0,0, Drama
20000000,"{""18"": ""Drama"", ""53"": ""Thriller""}",,17182,"[{""id"": 570, ""name"": ""rape""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 2801, ""name"": ""self-defense""}, {""id"": 204959, ""name"": ""grieving parents""}]","It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.","[{""name"": ""Paramount Pictures"", ""id"": 4}]",1/12/96,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",What do you do when justice fails?,Eye for an Eye,5.8,63,1996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1.200459067,0,24009181.34, Drama
4000000,"{""18"": ""Drama"", ""80"": ""Crime""}",http://www.miramax.com/movie/trainspotting/,627,"[{""id"": 212, ""name"": ""london england""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 8""18"", ""name"": ""based on novel""}, {""id"": 1""80""3, ""name"": ""drug addiction""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 2694, ""name"": ""cold turkey""}, {""id"": 3131, ""name"": ""modern society""}, {""id"": 3298, ""name"": ""hallucination""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 11635, ""name"": ""monologue""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 155936, ""name"": ""recovering drug addict""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 168179, ""name"": ""drug deal""}, {""id"": 1""80""431, ""name"": ""drug rehabilitation""}, {""id"": 206829, ""name"": ""drug culture""}, {""id"": 230607, ""name"": ""antihero""}]","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.","[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Channel Four Films"", ""id"": ""18""1}, {""name"": ""Noel Gay Motion Picture Company"", ""id"": 358}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Film4"", ""id"": 9349}]",2/23/96,16491080,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Choose life.,Trainspotting,7.8,2655,1996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1.200459067,19796866.51,"4""80""1836.268", Drama
32000000,"{""18"": ""Drama"", ""14"": ""Fantasy"", ""10749"": ""Romance"", ""878"": ""Science Fiction""}",,9294,"[{""id"": 879, ""name"": ""brain tumor""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 6564, ""name"": ""terminal illness""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 163543, ""name"": ""psionic power""}]","An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.","[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",7/5/96,152036382,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Some things in life just can't be explained.,Phenomenon,6.2,323,1996,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1996,1.200459067,"1825134""53"".3",38414690.14, Drama
